N2,ints11,TFIIS,TFIIS_ints11,germnuclei_CHR_N2_EV,germnuclei_CHR_N2_ints11,germnuclei_CHR_TFIIS_EV,germnuclei_CHR_TFIIS_ints11,germnuclei_rep2_CHR_N2_EV,germnuclei_rep2_CHR_N2_ints11_techrep,germnuclei_rep2_CHR_TFIIS_EV,germnuclei_rep2_CHR_TFIIS_ints11,tm_upstream,tm_downstream,total,tm_upstream_bins,tm_downstream_bins,tm_total_bins
21UR-1,0,0,0,0,0,0,0,0,0,0,0,0,83.1487937140327,-34.8148406374502,48.3339530765826,(59.1,307],(-94.8,-18.3],(40.1,112]
21UR-10,0,0,0,0,0,0,0,0,0,0,0,0,54.1487937140327,69.9851593625498,124.133953076583,(16.5,59.1],(39.8,101],(112,486]
21UR-100,1,0,0,0,0,0,0,0,0,0,0,0,-65.7512062859672,-28.1148406374502,-93.8660469234174,(-316,-60.4],(-94.8,-18.3],(-108,-26.4]
21UR-1000,0,0,0,0,1,1,0,0,0,8,0,15,140.648793714033,61.0851593625498,201.733953076583,(59.1,307],(39.8,101],(112,486]
21UR-10000,0,0,0,0,0,0,0,0,0,0,0,0,-24.1512062859672,6.5851593625498,-17.5660469234174,(-60.4,-18.9],(-18.3,39.8],(-26.4,40.1]
21UR-10001,0,0,0,0,0,0,0,0,0,0,0,0,-47.6512062859672,42.1851593625498,-5.46604692341744,(-60.4,-18.9],(39.8,101],(-26.4,40.1]
21UR-10002,0,0,0,0,0,0,0,0,0,0,0,0,49.1487937140328,13.8851593625498,63.0339530765826,(16.5,59.1],(-18.3,39.8],(40.1,112]
21UR-10003,0,0,0,0,0,0,0,0,0,0,0,0,5.14879371403276,128.88515936255,134.033953076583,(-18.9,16.5],(101,412],(112,486]
21UR-10004,0,0,0,0,0,0,0,0,0,0,0,0,33.9487937140328,40.0851593625498,74.0339530765826,(16.5,59.1],(39.8,101],(40.1,112]
21UR-10005,0,0,0,0,0,0,0,0,0,0,0,0,-35.3512062859672,-75.4148406374502,-110.766046923417,(-60.4,-18.9],(-94.8,-18.3],(-620,-108]
21UR-10006,0,0,0,0,0,0,0,0,0,0,0,0,114.648793714033,-80.9148406374502,33.7339530765826,(59.1,307],(-94.8,-18.3],(-26.4,40.1]
21UR-10007,0,0,0,0,0,0,0,0,0,0,0,0,-15.3512062859672,-208.71484063745,-224.066046923417,(-18.9,16.5],(-713,-94.8],(-620,-108]
21UR-10008,0,0,0,0,0,0,0,0,0,0,0,0,-12.8512062859672,12.7851593625498,-0.0660469234174386,(-18.9,16.5],(-18.3,39.8],(-26.4,40.1]
21UR-10009,0,0,0,0,0,0,0,0,0,0,0,0,0.748793714032757,-124.51484063745,-123.766046923417,(-18.9,16.5],(-713,-94.8],(-620,-108]
21UR-1001,0,0,0,0,0,0,0,0,0,0,0,0,50.7487937140328,139.48515936255,190.233953076583,(16.5,59.1],(101,412],(112,486]
21UR-10010,0,0,0,0,0,0,0,0,0,0,0,0,-57.1512062859672,-72.6148406374502,-129.766046923417,(-60.4,-18.9],(-94.8,-18.3],(-620,-108]
